序号,求职者id,求职者姓名,预期岗位,求职类型,性别,年龄,期望工作地址,居住地址,可报到时间,工作经验,自我评价,期望企业,期望最低薪资,期望最高薪资,学历,专业,竞赛经历,项目经历,工作经历,技能水平,简历关键词,获得证书
2757,7534331195638345236,莫用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2758,7534331204228279828,甘用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2759,7534331208523247124,王用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2760,7534331217113181716,周用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2761,7534331221408149012,康用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2762,7534288185835843092,覃用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2763,7534288194425777684,谢用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2764,7534288198720744980,韦用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2765,7534288207310679572,谢用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2766,7534288211605646868,林用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2767,7534288220195581460,罗用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2768,7534288228785516052,潘用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2769,7534288233080483348,李用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,大数据开发工程师-基础级
2770,7534288241670417940,刘用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2771,7534288245965385236,周用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2772,7534288254555319828,王用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2773,7534288263145254420,陈用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2774,7534288267440221716,韦用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2775,7534288276030156308,平用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2776,7534288280325123604,胡用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2777,7534288288915058196,姚用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2778,7534288297504992788,刘用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2779,7534288301799960084,伍用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2780,7534288310389894676,杨用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2781,7534288314684861972,苏用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2782,7534288323274796564,颜用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2783,7534288331864731156,陈用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2784,7534288336159698452,康用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2785,7534288344749633044,方用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2786,7534288349044600340,唐用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2787,7534288357634534932,张用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2788,7534245768738827796,刘用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,泰迪科技实习证明
2789,7534245777328762388,欧用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2790,7534245785918696980,薛用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2791,7534245790213664276,曹用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2792,7534245798803598868,赵用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2793,7534245803098566164,曾用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2794,7534245811688500756,黎用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2795,7534245815983468052,杨用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2796,7534245824573402644,吴用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2797,7534245833163337236,吴用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2798,7534245837458304532,郭用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2799,7534245846048239124,刘用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2800,7534245850343206420,刘用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2801,7534245858933141012,彭用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2802,7534245863228108308,吴用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2803,7534245871818042900,邓用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2804,7534245880407977492,孔用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2805,7534245884702944788,庄用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2806,7534245893292879380,梁用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2807,7534245897587846676,谢用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2808,7534245906177781268,梁用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2809,7534245914767715860,梁用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2810,7534245919062683156,谢用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2811,7534245927652617748,郑用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2812,7534245931947585044,王用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2813,7534245940537519636,梁用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2814,7534202896375279124,董用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2815,7534202904965213716,王用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2816,7534202909260181012,谭用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2817,7534202917850115604,赵用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2818,7534202926440050196,余用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2819,7534202930735017492,钟用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2820,7534202939324952084,覃用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2821,7534202943619919380,李用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2822,7534202952209853972,祝用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2823,7534202960799788564,徐用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2824,7534202965094755860,邓用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2825,7534202973684690452,李用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2826,7534202977979657748,沈用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2827,7534202986569592340,许用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2828,7534202990864559636,李用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2829,7534202999454494228,黄用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2830,7534203008044428820,吴用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2831,7534203012339396116,刘用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2832,7534203020929330708,叶用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2833,7534245712904252948,张用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2834,7534245721494187540,左用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2835,7534245730084122132,石用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2836,7534245734379089428,刘用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2837,7534245742969024020,马用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2838,7534245747263991316,陆用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2839,7534245755853925908,黄用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2840,7534160079846305300,卢用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2841,7534160088436239892,黄用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2842,7534160097026174484,陈用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,Python_GOOD,,大数据开发工程师-基础级
2843,7534160101321141780,吴用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2844,7534160109911076372,袁用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2845,7534160114206043668,陈用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2846,7534160122795978260,汪用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2847,7534160127090945556,李用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2848,7534202771821227540,覃用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2849,7534202780411162132,刁用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2850,7534202784706129428,郑用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2851,7534202793296064020,杨用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2852,7534202797591031316,蒋用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2853,7534202806180965908,张用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2854,7534202814770900500,张用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2855,7534202819065867796,黎用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2856,7534202827655802388,谢用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2857,7534202831950769684,王用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,Python_GOOD,,"大数据开发工程师-基础级,泰迪科技实习证明"
2858,7534202840540704276,王用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,"Python_GOOD,urllib3库_GOOD,Requests库_GOOD,Xpath_GOOD,Beautiful Soup_GOOD,Scrapy_GOOD,MySQL_GOOD,MongoDB_GOOD",,
2859,7534202849130638868,刘用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,"Python_GOOD,NumPy_GOOD,Matplotlib_GOOD,pandas_GOOD,scikit-learn_GOOD",,
2860,7534202853425606164,张用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,Python_GOOD,,大数据开发工程师-基础级
2861,7534202862015540756,魏用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2862,7534202866310508052,梁用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2863,7534202874900442644,闫用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2864,7534202879195409940,刘用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2865,7534202887785344532,金用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2866,7534117207482756628,刘用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2867,7534117216072691220,雷用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2868,7534159908047613460,熊用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2869,7534159916637548052,潘用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2870,7534159925227482644,吴用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2871,7534159929522449940,王用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2872,7534159938112384532,刘用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2873,7534159942407351828,彭用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2874,7534159950997286420,马用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2875,7534159959587221012,王用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2876,7534159963882188308,马用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2877,7534159972472122900,曹用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2878,7534159976767090196,高用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2879,7534159985357024788,杨用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2880,7534159993946959380,陈用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,泰迪科技实习证明
2881,7534159998241926676,林用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2882,7534160006831861268,阮用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2883,7534160011126828564,张用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2884,7534160019716763156,曾用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2885,7534160028306697748,梅用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2886,7534160032601665044,李用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2887,7534160041191599636,胡用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2888,7534160045486566932,董用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2889,7534160054076501524,陈用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2890,7534160062666436116,钱用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2891,7534160066961403412,包用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2892,7534117022799162900,邢用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2893,7534117031389097492,蔡用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2894,7534117039979032084,林用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2895,7534117044273999380,洪用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2896,7534117052863933972,钟用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2897,7534117057158901268,林用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
2898,7534117065748835860,邵用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
